subcellular_location,count
"Cytoplasm, cytoskeleton, spindle:Cytoplasm",1
"Cytoplasm:Cytoplasmic vesicle, phagosome:Nucleus:Endoplasmic reticulum:Golgi apparatus",1
"Cytoplasm, cytoskeleton, spindle:Membrane:Mitochondrion inner membrane",1
"Cytoplasm, cytoskeleton, spindle:Early endosome membrane:Endosome membrane:Late endosome membrane:Lysosome membrane:Membrane",1
"Cytoplasm, cytoskeleton, spindle:Cytoplasm:Chromosome, centromere:Chromosome, centromere, kinetochore:Endoplasmic reticulum membrane",1
"Cytoplasm, cytoskeleton, spindle:Cytoplasm, cytoskeleton:Cell junction, gap junction",1
"Cytoplasm:Cytoplasmic vesicle, secretory vesicle, microneme membrane:Cell membrane",1
"Cytoplasm, cytoskeleton, spindle:Cytoplasm, cytoskeleton, spindle pole:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Chromosome, centromere:Chromosome, centromere, kinetochore",1
"Cytoplasm:Cytoplasmic vesicle, secretory vesicle:Cytoplasmic vesicle, secretory vesicle membrane",1
"Cytoplasm, cytoskeleton, spindle:Cytoplasm, cytoskeleton, spindle pole:Cytoplasm",1
"Cytoplasm, cytoskeleton, spindle:Cytoplasm, cytoskeleton, phragmoplast:Chromosome, centromere, kinetochore:Cytoplasm, cytoskeleton",1
Cytoplasm:Cytoplasmic vesicle:Nucleus:Golgi apparatus,1
"Cytoplasm:Dynein axonemal particle:Cell projection, cilium",1
"Cytoplasm, cytoskeleton, spindle:Chromosome, centromere, kinetochore:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Chromosome, centromere",1
Cytoplasm:Endomembrane system:Vacuole membrane,1
"Cytoplasm, cytoskeleton, spindle:Chromosome, centromere, kinetochore:Chromosome, centromere",1
Cytoplasm:Early endosome membrane:Endosome membrane,1
"Cytoplasm, cytoskeleton, spindle pole:Membrane:Nucleus",1
"Cytoplasm, cytoskeleton, spindle pole:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Cytoplasm:Chromosome, centromere, kinetochore:Cell projection, axon:Perikaryon",1
Cytoplasm:Early endosome:Endosome,1
"Cytoplasm, cytoskeleton, spindle pole:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Cytoplasm",1
"Cytoplasm, cytoskeleton, spindle pole:Chromosome:Cytoplasm",1
"Cytoplasm, cytoskeleton, spindle pole:Bud neck",1
"Cytoplasm:Endomembrane system:Cell junction:Cell junction, tight junction:Cell junction, adherens junction:Cell membrane:Cytoplasm, cell cortex:Cytoplasm, cytoskeleton",1
"Cytoplasm, cytoskeleton, perinuclear theca",1
"Cytoplasm:Endomembrane system:Golgi apparatus, trans-Golgi network:Early endosome",1
Cytoplasm:Endomembrane system:Nucleus,1
"Cytoplasm:Cytoplasm, cytoskeleton:Synapse:Cell projection, dendritic spine:Cell projection, axon",1
"Cytoplasm, cytoskeleton:Cell projection, axon:Cell membrane:Cell membrane, sarcolemma:Postsynaptic cell membrane:Lysosome:Cell membrane, sarcolemma, T-tubule",1
"Cytoplasm:Cell projection, cilium:Nucleus:Cytoplasm, cytoskeleton, cilium basal body",1
"Cytoplasm:Cytoplasm, cytoskeleton, flagellum axoneme:Cytoplasm, cytoskeleton, cilium axoneme:Cell projection, cilium, flagellum",1
"Cytoplasm, cytoskeleton:Cytoplasm, cytoskeleton, actin patch",1
"Cytoplasm, cytoskeleton:Cytoplasm, cytoskeleton",1
"Cytoplasm, cytoskeleton:Cytoplasm, cell cortex:Nucleus",1
"Cytoplasm:Cytoplasm, Cytoplasmic ribonucleoprotein granule:Cytoplasm, P-body:Endoplasmic reticulum:Cell projection, dendrite",1
"Cytoplasm, cytoskeleton:Cytoplasm, cell cortex:Membrane:Apical cell membrane:Cytoplasm:Mitochondrion:Cell projection, stereocilium:Golgi apparatus:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome",1
"Cytoplasm, cytoskeleton:Cytoplasm, cell cortex:Lysosome:Golgi apparatus:Cell membrane:Cell projection, phagocytic cup:Cytoplasm, perinuclear region",1
"Cytoplasm:Cytoplasm, P-body:Nucleus:Chromosome, telomere",1
"Cytoplasm, cytoskeleton:Cytoplasm, cell cortex:Lysosome:Cell membrane",1
"Cytoplasm, cytoskeleton:Cytoplasm, cell cortex:Cleavage furrow",1
"Cytoplasm:Cytoplasm, U-body",1
"Cytoplasm, cytoskeleton:Cytoplasm, cell cortex:Cell projection, dendrite:Cell projection, axon:Cell projection, growth cone",1
"Cytoplasm:Cytoplasm, cell cortex:Cell membrane",1
"Cytoplasm:Cytoplasm, cell cortex:Cell projection, microvillus",1
"Cytoplasm:Cytoplasm, cell cortex:Cell projection, ruffle membrane:Cytoplasmic vesicle:Cell projection, stereocilium membrane",1
"Cytoplasm:Cytoplasm, cell cortex:Chromosome:Cytoplasm, cytoskeleton, spindle pole",1
"Cytoplasm:Cytoplasm, cell cortex:Contractile vacuole:Cytoplasmic vesicle, phagosome",1
"Cytoplasm:Cytoplasm, cell cortex:Cytoplasm, cytoskeleton:Cell membrane:Cell junction:Cell junction, adherens junction:Cell projection",1
"Cytoplasm, cytoskeleton:Cytoplasm, cell cortex:Cell projection, axon:Cell projection, dendrite:Cell projection, growth cone",1
"Cytoplasm:Cytoplasm, cell cortex:Cytoplasm, perinuclear region",1
"Cytoplasm:Cytoplasm, cell cortex:Membrane:Cell projection, podosome",1
"Cytoplasm:Cytoplasm, cell cortex:Nucleus:Cell projection, lamellipodium:Cell projection, filopodium:Cytoplasm, cytoskeleton",1
"Cytoplasm:Cytoplasm, cell cortex:Nucleus:Chromosome:Apical cell membrane:Cell projection, cilium, flagellum membrane",1
"Cytoplasm, cytoskeleton:Cleavage furrow:Midbody",1
"Cytoplasm:Cytoplasm, cytoskeleton, cilium axoneme:Cytoplasm, cytoskeleton, flagellum axoneme:Cell projection, cilium, flagellum",1
"Cytoplasm, cytoskeleton:Cleavage furrow:Apical cell membrane",1
"Cytoplasm, cytoskeleton:Chromosome:Midbody:Cytoplasm, cytoskeleton, spindle",1
"Cytoplasm:Cytoplasm, cytoskeleton, cilium basal body:Cytoplasm, cytoskeleton, cilium axoneme:Cell projection, cilium:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Cell projection, filopodium",1
Cytoplasm:Cleavage furrow:Midbody,1
Cytoplasm:Chromosome:Nucleus,1
"Cytoplasm:Chromosome:Cytoplasmic granule:Cytoplasm, cytoskeleton:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Cytoplasm, cytoskeleton, spindle:Cleavage furrow:Midbody",1
"Cytoplasm, cytoskeleton:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Chromosome, centromere, kinetochore:Cytoplasm, cytoskeleton, spindle:Golgi apparatus:Golgi apparatus, trans-Golgi network:Cell membrane:Cell projection, ruffle membrane",1
"Cytoplasm:Cell projection, dendrite:Cell projection, cilium, flagellum",1
"Cytoplasm, cytoskeleton:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Cytoplasm, cytoskeleton, spindle:Cytoplasm, cytoskeleton, spindle pole:Nucleus:Nucleus",1
"Cytoplasm, cytoskeleton:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Cytoplasm, cytoskeleton, spindle:Cytoplasm, cytoskeleton, spindle pole:Nucleus",1
"Cytoplasm:Cell projection, dendrite:Cytoplasm, cell cortex:Cell junction:Cell projection, growth cone",1
"Cytoplasm, cytoskeleton:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Cytoplasm, cytoskeleton, spindle:Cytoplasm, cytoskeleton, spindle pole",1
"Cytoplasm:Cell projection, lamellipodium:Cell projection, ruffle:Cytoplasm:Cytoplasm, perinuclear region:Nucleus:Cytoplasm:Cytoplasm, perinuclear region:Nucleus",1
"Cytoplasm:Cell projection, lamellipodium:Cell surface",1
"Cytoplasm:Cell projection, lamellipodium:Cleavage furrow:Cytoplasm, cytoskeleton, stress fiber",1
"Cytoplasm:Cell projection, lamellipodium:Cleavage furrow:Cytoplasm, cytoskeleton, stress fiber:Cytoplasm, cytoskeleton, stress fiber:Cytoplasm",1
"Cytoplasm, cytoskeleton:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Cytoplasm, cytoskeleton, spindle pole:Chromosome, centromere, kinetochore",1
"Cytoplasm, cytoskeleton:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Chromosome, centromere, kinetochore:Nucleus envelope",1
"Cytoplasm:Cell projection, podosome:Cell projection, invadopodium",1
"Cytoplasm:Cell projection, ruffle:Cytoplasm, cell cortex:Synapse:Postsynapse",1
"Cytoplasm:Chromosome:Cytoplasm, cytoskeleton, spindle",1
"Cytoplasm:Cell projection, stereocilium:Cell projection, growth cone:Synapse",1
"Cytoplasm, cytoskeleton:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Chromosome, centromere, kinetochore:Cytoplasm, cytoskeleton, spindle:Cytoplasm, cytoskeleton, spindle pole:Golgi apparatus:Golgi apparatus, trans-Golgi network:Cell membrane:Cell projection, ruffle membrane:Cytoplasm, cell cortex",1
"Cytoplasm:Cell projection:Cytoplasm, cytoskeleton:Cytoplasm, cell cortex",1
"Cytoplasm, cytoskeleton:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Chromosome, centromere, kinetochore:Cytoplasm, cytoskeleton, spindle:Cleavage furrow",1
"Cytoplasm:Cell surface:Cytoplasm, cytoskeleton, cilium basal body",1
"Cytoplasm, cytoskeleton:Cytoplasm, cytoskeleton, flagellum basal body",1
"Cytoplasm:Cell tip:Cytoplasm, cytoskeleton:Cytoplasmic vesicle",1
"Cytoplasm:Chromosome, centromere, kinetochore:Cytoplasm, cytoskeleton, spindle",1
"Cytoplasm, cytoskeleton:Cytoplasm, cytoskeleton, cilium axoneme:Cytoplasm, cytoskeleton, cilium basal body:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Cell projection, cilium",1
"Cytoplasm, cytoskeleton:Cytoplasm, cytoskeleton, cilium axoneme:Cytoplasm, cytoskeleton, cilium basal body:Cell projection, cilium",1
"Cytoplasm, cytoskeleton:Cytoplasm, cytoskeleton, cilium axoneme:Cytoplasm, cytoskeleton, cilium basal body",1
"Cytoplasm:Chromosome, centromere:Cytoplasm, cytoskeleton, spindle pole:Cleavage furrow:Cell projection, neuron projection",1
"Cytoplasm:Cytoplasm, cytoskeleton, cilium basal body:Cytoplasm, cytoskeleton, cilium axoneme:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Cell projection, cilium:Cell projection, filopodium",1
"Cytoplasm:Cytoplasm, cytoskeleton, flagellum axoneme:Cytoplasm, cytoskeleton:Cytoplasm, cytoskeleton, cilium axoneme",1
"Cytoplasm:Cytoplasm, cytoskeleton:Secreted:Cell surface",1
"Cytoplasm:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriolar satellite:Cell membrane",1
"Cytoplasm:Cytoplasm, cytoskeleton:Cell projection, filopodium:Late endosome:Lysosome",1
"Cytoplasm:Cytoplasm, cytoskeleton:Cell projection, podosome:Cell junction",1
"Cytoplasm:Cytoplasm, cytoskeleton:Cleavage furrow",1
"Cytoplasm:Cytoplasm, cytoskeleton:Cytoplasm, cell cortex:Cytoplasmic vesicle, clathrin-coated vesicle:Cytoplasm, cytoskeleton, phragmoplast",1
"Cytoplasm:Cytoplasm, cytoskeleton:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Cytoplasm, cytoskeleton, spindle pole:Cytoplasm, cytoskeleton, spindle:Lysosome",1
"Cytoplasm:Cytoplasm, cytoskeleton:Cytoplasm, cytoskeleton, phragmoplast:Cytoplasm, cell cortex:Cytoplasmic vesicle, clathrin-coated vesicle:Cell membrane",1
"Cytoplasm:Cytoplasm, cytoskeleton:Cytoplasm, cytoskeleton, spindle pole",1
"Cytoplasm:Cytoplasm, cytoskeleton:Cytoplasm, cytoskeleton, spindle:Cell projection, cilium, flagellum",1
"Cytoplasm:Cytoplasm, cytoskeleton:Cytoplasm, cytoskeleton, spindle:Cleavage furrow:Midbody:Cytoplasm, cell cortex:Cell projection, cilium membrane:Cell projection, cilium, flagellum",1
"Cytoplasm:Cytoplasm, cytoskeleton:Cytoplasm, cytoskeleton, spindle:Cytoplasm, cytoskeleton, phragmoplast",1
"Cytoplasm:Cytoplasm, cytoskeleton:Cytoplasm, cytoskeleton, spindle:Cytoplasm, cytoskeleton, spindle pole:Chromosome, centromere, kinetochore:Midbody:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Cytoplasmic granule:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriolar satellite",1
"Cytoplasm:Cytoplasm, cytoskeleton:Cytoplasm, cytoskeleton, spindle:Membrane:Nucleus:Cell projection, cilium",1
"Cytoplasm:Cytoplasm, cytoskeleton:Cytoplasm, cytoskeleton, spindle:Nucleus:Cell projection, cilium, flagellum",1
"Cytoplasm:Cytoplasm, cytoskeleton:Cytoplasm, cytoskeleton, stress fiber:Cell membrane:Cell projection, ruffle",1
"Cytoplasm:Cytoplasm, cytoskeleton:Cytoplasm:Cytoplasm, cytoskeleton",1
"Cytoplasm, cytoskeleton:Cell projection, cilium, flagellum:Nucleus:Cytoplasm:Cell projection, cilium, flagellum:Nucleus:Cytoplasm:Cell projection, cilium, flagellum:Nucleus:Cytoplasm:Cell projection, cilium, flagellum",1
"Cytoplasm:Cytoplasm, cytoskeleton:Cytoplasmic vesicle membrane:Early endosome:Recycling endosome membrane:Cell projection, ruffle membrane:Cell membrane:Cell projection:Membrane, caveola",1
"Cytoplasm:Cytoplasm, cytoskeleton:Cytoplasmic vesicle, phagosome membrane",1
"Cytoplasm:Cytoplasm, cytoskeleton:Cytoplasmic vesicle:Cytoplasm:Golgi apparatus",1
"Cytoplasm:Cytoplasm, cytoskeleton:Golgi apparatus:Cytoplasm, cytoskeleton, microtubule organizing center:Cytoplasm, perinuclear region",1
"Cytoplasm:Cytoplasm, cytoskeleton:Membrane:Nucleus:Cytoplasm, perinuclear region:Cytoplasm, cytoskeleton, spindle",1
"Cytoplasm:Cytoplasm, cytoskeleton:Midbody:Endosome membrane",1
"Cytoplasm, cytoskeleton:Cell projection, axon:Presynapse",1
"Cytoplasm, cytoskeleton:Cell projection, axon:Cytoplasm, perinuclear region:Synapse:Cell projection, neuron projection:Cytoplasmic vesicle, secretory vesicle, neuronal dense core vesicle membrane",1
"Cytoplasm:Cytoplasm, cytoskeleton:Nucleus, nucleoplasm",1
"Cytoplasm:Cytoplasm, cytoskeleton:Nucleus:Cell junction, focal adhesion",1
"Cytoplasm:Cytoplasm, cytoskeleton:Nucleus:Membrane:Cell projection, rhabdomere membrane",1
"Cytoplasm:Cytoplasm, cytoskeleton:Cell projection, filopodium:Cell projection, stereocilium:Cell projection, stereocilium membrane:Apical cell membrane:Cytoplasm:Cytoplasm",1
"Cytoplasm:Cytoplasm, cytoskeleton:Cell projection, filopodium:Cell projection, stereocilium:Cell projection, stereocilium membrane:Apical cell membrane",1
"Cytoplasm:Cytoplasm, cytoskeleton:Cell projection, bleb",1
"Cytoplasm, cytoskeleton:Cell projection, ruffle:Cell projection, lamellipodium:Nucleus:Cytoplasm:Cytoplasmic vesicle, autophagosome:Nucleus",1
"Cytoplasm, cytoskeleton:Cell projection:Cell junction:Cell projection, ruffle membrane",1
"Cytoplasm:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole:Cell projection, cilium:Nucleus:Mitochondrion inner membrane",1
"Cytoplasm:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole:Cytoplasm, cytoskeleton, cilium basal body:Cell projection, cilium:Nucleus:Mitochondrion inner membrane",1
"Cytoplasm:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole:Cytoplasm, cytoskeleton, cilium basal body:Cell projection, cilium:Nucleus:Mitochondrion inner membrane:Nucleus",1
"Cytoplasm, cytoskeleton:Cell projection, stereocilium:Cell projection, microvillus:Cell junction:Cytoplasm, cytoskeleton:Cell projection, dendritic spine:Cytoplasm, cytoskeleton:Cell projection, dendritic spine:Cytoplasm, cytoskeleton:Cell projection, dendritic spine:Cytoplasm, cytoskeleton:Cell projection, dendritic spine:Cytoplasm, cytoskeleton:Cell junction",1
"Cytoplasm:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole:Cytoplasmic vesicle, secretory vesicle, acrosome",1
"Cytoplasm, cytoskeleton:Cell projection, stereocilium:Cell projection, microvillus:Cell junction:Cytoplasm, cytoskeleton:Cell junction:Cytoplasm, cytoskeleton:Cell projection, microvillus:Cytoplasm, cytoskeleton:Cell projection, dendritic spine:Cytoplasm, cytoskeleton:Cell projection, dendritic spine:Cytoplasm, cytoskeleton:Cell projection, dendritic spine:Cytoplasm, cytoskeleton:Cell projection, dendritic spine",1
"Cytoplasm:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole:Nucleus",1
"Cytoplasm, cytoskeleton:Cell projection, stereocilium:Cell projection, microvillus",1
"Cytoplasm:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Cytoplasm, cytoskeleton, cilium basal body:Cytoplasm, cytoskeleton, spindle pole",1
"Cytoplasm:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Cytoplasm, cytoskeleton, flagellum basal body:Cytoplasm, cytoskeleton, microtubule organizing center:Cytoplasm, perinuclear region",1
"Cytoplasm:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriolar satellite",1
"Cytoplasm:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Cytoplasm, cytoskeleton, spindle:Midbody:Nucleus:Cytoplasm:Nucleus",1
"Cytoplasm, cytoskeleton:Cell projection, lamellipodium:Cell projection, ruffle:Cell projection, microvillus:Cell projection, filopodium tip:Cell projection, filopodium",1
"Cytoplasm, cytoskeleton:Cell projection, pseudopodium tip:Cell projection, filopodium tip",1
"Cytoplasm, cytoskeleton:Cell projection, pseudopodium",1
"Cytoplasm:Cytoplasm, cytoskeleton, microtubule organizing center, spindle pole body:Chromosome, centromere",1
"Cytoplasm:Cytoplasm, cytoskeleton, microtubule organizing center:Cytoplasm, cytoskeleton, microtubule organizing center, spindle pole body",1
"Cytoplasm:Cytoplasm, cytoskeleton, phragmoplast",1
"Cytoplasm, cytoskeleton:Cell projection, neuron projection:Cell projection, axon:Cell projection, lamellipodium:Cell junction, focal adhesion",1
"Cytoplasm:Cytoplasm, cytoskeleton, spindle:Cytoplasm, cytoskeleton, spindle pole:Chromosome, centromere, kinetochore:Midbody:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriolar satellite",1
"Cytoplasm, cytoskeleton:Cell projection, microvillus:Cell projection, lamellipodium:Cell projection, ruffle:Cell projection, filopodium tip:Cell projection, filopodium",1
"Cytoplasm:Cytoplasm, cytoskeleton:Cell junction, focal adhesion:Nucleus",1
"Cytoplasm, cytoskeleton:Cell projection, lamellipodium:Cleavage furrow:Midbody",1
"Cytoplasm:Cytoplasm, cytoskeleton:Cell membrane:Cell projection:Cell junction:Membrane:Nucleus:Cytoplasm, cell cortex:Nucleus",1
"Cytoplasm, cytoskeleton:Cell projection, lamellipodium:Cell projection, ruffle:Cytoplasm, cell cortex:Cytoplasm, cytosol:Cell membrane:Synapse:Perikaryon:Cell projection, neuron projection:Cell projection, dendrite:Postsynaptic density:Golgi apparatus membrane:Cytoplasmic vesicle, clathrin-coated vesicle membrane:Cell projection, podosome:Early endosome",1
"Cytoplasmic vesicle, clathrin-coated vesicle membrane:Cytoplasmic vesicle, secretory vesicle",1
"Chromosome, centromere:Cytoplasm, cytoskeleton, spindle:Nucleus:Chromosome, centromere, kinetochore:Midbody",1
"Chromosome, centromere:Cytoplasm, cytoskeleton, spindle pole",1
Late endosome membrane:Cytoplasm,1
"Golgi apparatus:Golgi apparatus, Golgi stack:Endoplasmic reticulum:Preautophagosomal structure:Lipid droplet:Mitochondrion",1
"Cell membrane:Membrane, clathrin-coated pit",1
"Cell membrane:Membrane, caveola:Membrane:Nucleus membrane",1
"Golgi apparatus:Golgi apparatus, trans-Golgi network:Golgi outpost:Cytoplasm, cytoskeleton, microtubule organizing center",1
"Golgi apparatus:Golgi apparatus, trans-Golgi network:Golgi outpost:Cytoplasm, cytoskeleton, microtubule organizing center:Endoplasmic reticulum-Golgi intermediate compartment:Cytoplasm, cytoskeleton:Cytoplasm",1
"Golgi apparatus:Golgi apparatus, trans-Golgi network:Golgi outpost:Cytoplasm, cytoskeleton, microtubule organizing center:Endoplasmic reticulum-Golgi intermediate compartment:Cytoplasm, cytoskeleton:Cytoplasm:Cell surface",1
Golgi apparatus:Membrane:Cytoplasm:Secreted:Endoplasmic reticulum:Nucleus envelope:Secreted,1
"Cell membrane:Membrane, caveola:Cytoplasm, cytoskeleton:Golgi apparatus",1
"Golgi apparatus:Prevacuolar compartment:Cytoplasm:Cytoplasmic vesicle, clathrin-coated vesicle:Cytoplasm, cytoskeleton",1
"Cell membrane:Membrane, caveola:Cell membrane:Membrane, caveola:Cell membrane:Membrane, caveola",1
"Host cell membrane:Host cell membrane:Host cytoplasm:Cytoplasmic vesicle, secretory vesicle, rhoptry",1
"Host cell membrane:Host cell membrane:Parasitophorous vacuole membrane:Cytoplasm:Cytoplasmic vesicle, secretory vesicle, rhoptry",1
"Host cell membrane:Host cell membrane:Parasitophorous vacuole membrane:Host cytoplasm:Cytoplasm:Cytoplasmic vesicle, secretory vesicle, rhoptry",1
Host cell membrane:Host cytoplasmic vesicle membrane,1
Host cell membrane:Membrane:Secreted,1
Host cytoplasm:Secreted,1
Host cytoplasm:Vesicle:Membrane,1
Host endoplasmic reticulum,1
Host membrane,1
Host membrane:Membrane,1
Cell membrane:Membrane raft:Secreted:Secreted:Secreted:Secreted:Secreted,1
Host nucleus:Secreted,1
"Cell membrane:Membrane raft:Secreted:Cytoplasmic granule membrane:Cell projection, lamellipodium",1
Inner membrane complex,1
Inner membrane complex:Cell membrane:Endoplasmic reticulum membrane,1
Cell membrane:Membrane raft:Secreted,1
Late endosome lumen:Recycling endosome lumen:Lysosome lumen:Secreted,1
"Golgi apparatus:Golgi apparatus, Golgi stack membrane:Golgi apparatus, trans-Golgi network membrane:Mitochondrion intermembrane space:Cell membrane:Endosome",1
"Golgi apparatus:Golgi apparatus, Golgi stack",1
"Cell membrane:Membrane, clathrin-coated pit:Cytoplasm",1
"Golgi apparatus:Cytoplasm:Cell projection, cilium:Cytoplasm, cytoskeleton, cilium basal body:Cytoplasm, cytoskeleton, cilium axoneme:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome",1
Golgi apparatus:Cell membrane,1
"Golgi apparatus:Cell membrane:Endomembrane system:Cell junction, tight junction:Cell junction, adherens junction:Cell projection, axon:Perikaryon:Apical cell membrane:Endoplasmic reticulum-Golgi intermediate compartment:Golgi apparatus",1
"Golgi apparatus:Cell projection, cilium",1
Cell membrane:Membrane:Nematocyst:Target cell membrane,1
Cell membrane:Membrane:Endoplasmic reticulum membrane:Golgi apparatus membrane:Nucleus envelope,1
"Cell membrane:Membrane:Cell projection, axon:Synapse:Synapse, synaptosome:Presynaptic cell membrane:Cell projection, dendrite:Endoplasmic reticulum membrane:Cell projection, lamellipodium membrane:Endosome:Perikaryon:Cell junction, paranodal septate junction",1
"Golgi apparatus:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Cell projection, cilium:Cytoplasm, cytoskeleton, cilium basal body:Cytoplasm, cytoskeleton, cilium axoneme:Cytoplasm, cytoskeleton, flagellum axoneme",1
"Golgi apparatus:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome:Cytoplasm, cytoskeleton:Golgi apparatus",1
"Golgi apparatus:Cytoplasm, cytoskeleton:Cytoplasm:Nucleus envelope:Nucleus, nuclear pore complex",1
"Golgi apparatus:Cytoplasm, cytoskeleton:Cytoplasm:Nucleus, nuclear pore complex:Nucleus envelope",1
"Cell membrane:Membrane:Cell projection, axon:Synapse:Endoplasmic reticulum membrane:Cell projection, lamellipodium membrane:Synapse, synaptosome:Presynaptic cell membrane:Cell projection, dendrite:Perikaryon:Cell junction, paranodal septate junction",1
"Cell membrane:Membrane:Cell projection, axon:Synapse:Endoplasmic reticulum membrane:Cell projection, lamellipodium membrane:Synapse, synaptosome:Presynaptic cell membrane:Cell projection, dendrite:Cell junction, paranodal septate junction",1
"Golgi apparatus:Cytoplasm:Cytoplasm, cytoskeleton, microtubule organizing center, centrosome",1
"Golgi apparatus:Endosome:Golgi apparatus, trans-Golgi network:Early endosome",1
"Cell membrane:Membrane:Cell projection, axon:Cytoplasmic vesicle:Perikaryon:Endoplasmic reticulum:Cell projection, dendrite:Cell junction:Synapse:Presynaptic cell membrane:Presynapse",1
Golgi apparatus:Cytoplasm:Cytoplasmic granule,1
"Cell membrane:Membrane:Cell projection, axon:Cytoplasmic vesicle:Perikaryon:Endoplasmic reticulum:Cell projection, dendrite:Cell junction:Synapse:Presynapse:Presynaptic cell membrane",1
"Cell membrane:Membrane, coated pit:Golgi apparatus, trans-Golgi network membrane",1
"Golgi apparatus:Cytoplasmic vesicle, COPI-coated vesicle:Secreted",1
"Cell membrane:Membrane, coated pit:Cell membrane:Membrane, coated pit:Cytoplasm:Nucleus:Golgi outpost:Cytoplasm, cytoskeleton, microtubule organizing center",1
"Golgi apparatus:Cytoplasmic vesicle, clathrin-coated vesicle membrane:Cell projection, dendrite",1
"Golgi apparatus:Cytoplasmic vesicle, phagosome:Cytoplasmic vesicle, phagosome membrane",1
Golgi apparatus:Endomembrane system:Mitochondrion outer membrane:Rough endoplasmic reticulum membrane:Golgi apparatus membrane,1
Golgi apparatus:Endoplasmic reticulum:Nucleus envelope:Membrane:Cytoplasm:Secreted:Secreted,1
"Golgi apparatus:Endoplasmic reticulum:Nucleus envelope:Nucleus, nuclear pore complex",1
Golgi apparatus:Endosome,1
"Late endosome membrane:Cell membrane:Early endosome membrane:Recycling endosome membrane:Cytoplasmic vesicle, phagosome membrane",1
Late endosome membrane:Cytoplasm:Nucleus envelope,1
"Golgi apparatus, trans-Golgi network:Secreted, extracellular space, extracellular matrix:Secreted",1
"Cell membrane:Membrane raft:Mitochondrion outer membrane:Cell projection, axon:Presynapse",1
Lipid droplet:Microsome membrane:Endoplasmic reticulum membrane,1
Lipid droplet:Mitochondrion,1
Lipid droplet:Mitochondrion outer membrane:Endoplasmic reticulum,1
Lipid droplet:Mitochondrion outer membrane:Endosome membrane:Cytoplasmic granule membrane,1
Cell membrane:Lysosome:Membrane:Nucleus,1
Cell membrane:Lysosome membrane:Recycling endosome membrane,1
Lysosome lumen:Endoplasmic reticulum lumen:Secreted,1
"Cell membrane:Lysosome membrane:Late endosome membrane:Cell projection, axon:Cell projection, dendrite:Perikaryon:Cytoplasm",1
Cell membrane:Lysosome membrane:Endosome membrane,1
"Cell membrane:Lateral cell membrane:Cytoplasm, cytoskeleton:Cytoplasm:Cell projection, dendrite",1
"Cell membrane:Lateral cell membrane:Cytoplasm, cytoskeleton:Cell projection, dendrite:Cytoplasm",1
"Lysosome membrane:Cytoplasm, perinuclear region:Cytoplasm:Nucleus",1
Lysosome membrane:Cytoplasm:Cell membrane:Endoplasmic reticulum:Nucleus:Mitochondrion inner membrane,1
Lysosome membrane:Cytoplasm:Cytoplasmic granule,1
"Lysosome membrane:Cytoplasmic vesicle, phagosome",1
"Cell membrane:Lateral cell membrane:Basolateral cell membrane:Cytoplasm, myofibril, sarcomere, M line:Cell junction, focal adhesion",1
Lysosome membrane:Early endosome membrane:Late endosome membrane:Cell membrane:Zymogen granule membrane,1
